pt_id,src,tax_family,species,species_class,cx,cy,minx,miny,maxx,maxy
3626,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572558.5667000003,2844876.7907000007,572555.0766500002,2844873.3006500006,572562.0567500005,2844880.280750001
3627,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572557.93,2844880.7368000005,572554.4399500001,2844877.2467500004,572561.4200500004,2844884.2268500007
3628,merged_fixed,Arecaceae,Sabal palmetto,palm,572554.7964000002,2844881.6107000005,572551.3063500001,2844878.1206500004,572558.2864500004,2844885.1007500007
3629,merged_fixed,Arecaceae,Sabal palmetto,palm,572552.0484000003,2844882.8856000006,572548.5583500002,2844879.3955500005,572555.5384500005,2844886.3756500008
3630,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572555.8103000002,2844884.4753000005,572552.3202500001,2844880.9852500004,572559.3003500004,2844887.9653500007
3631,merged_fixed,Arecaceae,Sabal palmetto,palm,572553.6371000003,2844885.7667000005,572550.1470500001,2844882.2766500004,572557.1271500004,2844889.2567500006
3632,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572551.0884000002,2844887.2555000004,572547.5983500001,2844883.7654500003,572554.5784500004,2844890.7455500006
3633,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572552.3653000003,2844888.4726000004,572548.8752500002,2844884.9825500003,572555.8553500004,2844891.9626500006
3634,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572550.6799000002,2844891.0433000005,572547.1898500001,2844887.5532500003,572554.1699500004,2844894.5333500006
3635,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572548.5533000003,2844888.7178000007,572545.0632500001,2844885.2277500005,572552.0433500004,2844892.207850001
3636,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572546.446,2844894.8531000004,572542.9559500001,2844891.3630500003,572549.9360500004,2844898.3431500006
3637,merged_fixed,Arecaceae,Sabal palmetto,palm,572543.8313000003,2844893.7483000006,572540.3412500002,2844890.2582500004,572547.3213500004,2844897.2383500007
3638,merged_fixed,Arecaceae,Sabal palmetto,palm,572543.5221000003,2844896.4994000006,572540.0320500002,2844893.0093500004,572547.0121500004,2844899.9894500007
3639,merged_fixed,Arecaceae,Sabal palmetto,palm,572540.5759000003,2844897.321,572537.0858500001,2844893.8309500003,572544.0659500004,2844900.8110500006
3640,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572542.9949000003,2844899.9807000007,572539.5048500001,2844896.4906500005,572546.4849500004,2844903.470750001
3641,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572539.6753000002,2844900.6274000006,572536.1852500001,2844897.1373500004,572543.1653500004,2844904.1174500007
3642,merged_fixed,Arecaceae,Sabal palmetto,palm,572539.76,2844904.6972000008,572536.2699500001,2844901.2071500006,572543.2500500004,2844908.187250001
3643,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572541.4555000003,2844907.6189000006,572537.9654500001,2844904.1288500004,572544.9455500004,2844911.1089500007
3644,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572545.5562000002,2844910.833000001,572542.0661500001,2844907.3429500004,572549.0462500004,2844914.3230500007
3645,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572542.1651000002,2844912.3171000006,572538.6750500001,2844908.8270500004,572545.6551500004,2844915.8071500007
3646,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572545.1585000003,2844915.099600001,572541.6684500001,2844911.6095500006,572548.6485500004,2844918.589650001
3647,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572548.3365000003,2844913.441400001,572544.8464500002,2844909.9513500007,572551.8265500005,2844916.931450001
3648,polygon,Arecaceae,Sabal palmetto,palm,572548.7307000003,2844917.1538000004,572544.8631999996,2844915.2624999993,572549.7341,2844921.3600999992
3649,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572552.532,2844916.43,572549.0419500001,2844912.9399500005,572556.0220500004,2844919.920050001
3650,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572529.1462000003,2844924.4874000004,572525.6561500002,2844920.9973500003,572532.6362500004,2844927.9774500006
3651,polygon,Arecaceae,Sabal palmetto,palm,572530.0356000003,2844921.7743000006,572527.5361000001,2844918.7696,572533.1348000001,2844924.1443000007
3652,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572534.6626000003,2844923.0479000006,572531.1725500001,2844919.5578500004,572538.1526500004,2844926.5379500007
3653,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572536.1714000002,2844922.261300001,572532.6813500001,2844918.7712500007,572539.6614500004,2844925.751350001
3654,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572537.2037000003,2844924.7685000007,572533.7136500002,2844921.2784500006,572540.6937500004,2844928.258550001
3655,merged_fixed,Arecaceae,Sabal palmetto,palm,572540.0209000002,2844923.299400001,572536.5308500001,2844919.8093500007,572543.5109500004,2844926.789450001
3656,merged_fixed,Arecaceae,Sabal palmetto,palm,572542.156,2844924.0592000005,572538.6659500002,2844920.5691500003,572545.6460500004,2844927.5492500006
3657,merged_fixed,Arecaceae,Sabal palmetto,palm,572540.7446000003,2844926.377800001,572537.2545500002,2844922.8877500007,572544.2346500005,2844929.867850001
3658,merged_fixed,Arecaceae,Sabal palmetto,palm,572544.386,2844926.8069000007,572540.8959500002,2844923.3168500005,572547.8760500004,2844930.296950001
3659,merged_fixed,Arecaceae,Sabal palmetto,palm,572562.7427000003,2844946.5553000006,572559.2526500002,2844943.0652500005,572566.2327500004,2844950.0453500007
3660,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572564.2621000003,2844943.8275000006,572560.7720500001,2844940.3374500005,572567.7521500004,2844947.3175500007
3661,merged_fixed,Arecaceae,Sabal palmetto,palm,572566.0926000003,2844947.108100001,572562.6025500002,2844943.6180500006,572569.5826500005,2844950.598150001
3662,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572568.0602000003,2844944.9599000006,572564.5701500002,2844941.4698500005,572571.5502500004,2844948.4499500007
3663,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572569.6301000003,2844948.7307000007,572566.1400500002,2844945.2406500005,572573.1201500004,2844952.220750001
3664,merged_fixed,Arecaceae,Sabal palmetto,palm,572582.1304000003,2844945.459000001,572578.6403500001,2844941.9689500006,572585.6204500004,2844948.949050001
3665,merged_fixed,Arecaceae,Sabal palmetto,palm,572583.6883000003,2844943.565,572580.1982500001,2844940.0749500003,572587.1783500004,2844947.0550500005
3666,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572584.7886000003,2844946.734700001,572581.2985500002,2844943.2446500007,572588.2786500005,2844950.224750001
3667,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572590.9255000002,2844944.6521000005,572587.4354500001,2844941.1620500004,572594.4155500004,2844948.1421500007
3668,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572588.9274000003,2844948.4461000008,572585.4373500001,2844944.9560500006,572592.4174500004,2844951.936150001
3669,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572591.8266000003,2844948.889600001,572588.3365500001,2844945.3995500007,572595.3166500004,2844952.379650001
3670,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572590.0891000002,2844952.172000001,572586.5990500001,2844948.6819500006,572593.5791500004,2844955.662050001
3671,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572593.9363000003,2844952.1931000007,572590.4462500002,2844948.7030500006,572597.4263500004,2844955.683150001
3672,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572592.2907000002,2844954.4073000005,572588.8006500001,2844950.9172500004,572595.7807500004,2844957.8973500007
3673,merged_fixed,Arecaceae,Sabal palmetto,palm,572595.4453000003,2844955.301,572591.9552500001,2844951.8109500003,572598.9353500004,2844958.7910500006
3674,merged_fixed,Arecaceae,Sabal palmetto,palm,572597.9756000002,2844952.4504000004,572594.4855500001,2844948.9603500003,572601.4656500004,2844955.9404500006
3675,merged_fixed,Arecaceae,Sabal palmetto,palm,572600.614,2844949.493500001,572597.1239500002,2844946.0034500007,572604.1040500004,2844952.983550001
3676,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572600.2839000003,2844946.9893000005,572596.7938500001,2844943.4992500003,572603.7739500004,2844950.4793500006
3677,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572596.4178000003,2844950.4097000007,572592.9277500001,2844946.9196500005,572599.9078500004,2844953.899750001
3678,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572602.8585000003,2844944.4323000005,572599.3684500002,2844940.9422500003,572606.3485500005,2844947.9223500006
3679,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572575.4396000003,2844861.6233000006,572571.9495500001,2844858.1332500004,572578.9296500004,2844865.1133500007
3680,merged_fixed,Arecaceae,Sabal palmetto,palm,572578.2742000002,2844858.958400001,572574.7841500001,2844855.4683500007,572581.7642500004,2844862.448450001
3681,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572583.2269000002,2844960.6461000005,572579.7368500001,2844957.1560500003,572586.7169500004,2844964.1361500006
3682,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572586.2384000003,2844962.1923000007,572582.7483500001,2844958.7022500006,572589.7284500004,2844965.682350001
3683,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572589.0192000003,2844964.7447000006,572585.5291500002,2844961.2546500005,572592.5092500005,2844968.2347500008
3684,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572587.0604000003,2844959.3799000005,572583.5703500002,2844955.8898500004,572590.5504500004,2844962.8699500007
3685,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572589.8702000002,2844961.1922000004,572586.3801500001,2844957.7021500003,572593.3602500004,2844964.6822500005
3686,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572615.7228000002,2844984.194700001,572612.2327500001,2844980.7046500007,572619.2128500004,2844987.684750001
3687,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572619.2078000003,2844986.2984000007,572615.7177500002,2844982.8083500005,572622.6978500005,2844989.788450001
3688,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572621.3363000003,2844988.567500001,572617.8462500002,2844985.0774500007,572624.8263500005,2844992.057550001
3689,merged_fixed,Arecaceae,Sabal palmetto,palm,572533.6123000003,2844999.7442000005,572530.1222500001,2844996.2541500004,572537.1023500004,2845003.2342500007
3690,merged_fixed,Arecaceae,Sabal palmetto,palm,572531.4265000003,2845001.363300001,572527.9364500002,2844997.8732500006,572534.9165500004,2845004.853350001
3691,merged_fixed,Arecaceae,Sabal palmetto,palm,572526.7008000002,2845005.2112000007,572523.2107500001,2845001.7211500006,572530.1908500004,2845008.701250001
3692,merged_fixed,Arecaceae,Sabal palmetto,palm,572525.8692000003,2845007.829300001,572522.3791500002,2845004.3392500007,572529.3592500004,2845011.319350001
3693,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572511.8293000002,2845022.9538000007,572508.3392500001,2845019.4637500006,572515.3193500004,2845026.443850001
3694,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572510.0887000003,2845025.427000001,572506.5986500002,2845021.9369500005,572513.5787500005,2845028.9170500007
3695,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572508.0605000003,2845027.4078000006,572504.5704500001,2845023.9177500005,572511.5505500004,2845030.8978500008
3696,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572505.0672000003,2845028.0554000004,572501.5771500001,2845024.5653500003,572508.5572500004,2845031.5454500006
3697,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572502.6712000002,2845025.6606000005,572499.1811500001,2845022.1705500004,572506.1612500004,2845029.1506500007
3698,polygon,Arecaceae,Sabal palmetto,palm,572507.7804000003,2845030.856000001,572505.6778999995,2845028.3506000005,572509.8366999999,2845032.2852
3699,nomatch_fixed,Strelitziaceae,Strelitzia nicolai,other,572514.5921000002,2845020.3128000004,572511.1020500001,2845016.8227500003,572518.0821500004,2845023.8028500006
3700,merged_fixed,Strelitziaceae,Strelitzia nicolai,other,572521.4212000002,2845011.1638000007,572517.9311500001,2845007.6737500005,572524.9112500004,2845014.653850001
3701,nomatch_fixed,Strelitziaceae,Strelitzia nicolai,other,572522.9874000002,2845007.745400001,572519.4973500001,2845004.2553500007,572526.4774500004,2845011.235450001
3702,nomatch_fixed,Meliaceae,Switenia mahagoni,other,572474.8897000003,2844877.617100001,572471.3996500002,2844874.1270500007,572478.3797500004,2844881.107150001
3703,nomatch_fixed,Fabaceae,Lysiloma latisiliquum,other,572474.5619000003,2844590.9914000006,572471.0718500002,2844587.5013500005,572478.0519500005,2844594.481450001
3704,polygon,Burseraceae,Bursera simaruba,other,572472.4424000003,2844579.7585000005,572471.3814000003,2844575.708900001,572475.894,2844581.4383000005
3705,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572472.9763000003,2844574.852600001,572469.4862500002,2844571.3625500007,572476.4663500005,2844578.342650001
3706,nomatch_fixed,Burseraceae,Bursera simaruba,other,572479.9067000003,2844564.9292000006,572476.4166500001,2844561.4391500005,572483.3967500004,2844568.4192500007
3707,nomatch_fixed,Malvaceae,Ceiba speciosa,other,572482.6657000002,2844587.86,572479.1756500001,2844584.3699500007,572486.1557500004,2844591.350050001
3708,polygon,Fagaceae,Quercus virginiana,other,572482.7858000003,2844575.0928000007,572477.5425000004,2844568.4036999997,572488.0075000003,2844579.1622
3709,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572490.8862000003,2844585.817500001,572487.3961500002,2844582.3274500007,572494.3762500004,2844589.307550001
3710,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572486.942,2844586.5284000007,572483.4519500001,2844583.0383500005,572490.4320500004,2844590.018450001
3711,polygon,Combretaceae,Conocarpus erectus,other,572485.1749000002,2844591.718000001,572482.3047000002,2844590.4594,572487.5313,2844595.3062999994
3712,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572498.5719000003,2844598.3579000006,572495.0818500002,2844594.8678500005,572502.0619500005,2844601.847950001
3713,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572504.2646000002,2844598.2694000006,572500.7745500001,2844594.7793500004,572507.7546500004,2844601.7594500007
3714,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572509.1795000003,2844584.8265000004,572505.6894500002,2844581.3364500003,572512.6695500005,2844588.3165500006
3715,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572503.3328000003,2844599.2203000006,572499.8427500002,2844595.7302500005,572506.8228500005,2844602.7103500008
3716,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572498.8665000002,2844595.6685000006,572495.3764500001,2844592.1784500005,572502.3565500004,2844599.1585500007
3717,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572501.2242000003,2844595.7717000004,572497.7341500001,2844592.2816500003,572504.7142500004,2844599.2617500005
3718,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572505.1806000003,2844595.241,572501.6905500002,2844591.7509500002,572508.6706500005,2844598.7310500005
3719,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572504.5088000003,2844590.644800001,572501.0187500002,2844587.1547500007,572507.9988500004,2844594.134850001
3720,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572507.5156000003,2844591.0994000006,572504.0255500001,2844587.6093500005,572511.0056500004,2844594.589450001
3721,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572507.503,2844589.3429000005,572504.0129500001,2844585.8528500004,572510.9930500004,2844592.8329500007
3722,nomatch_fixed,Myrtaceae,Pimienta racemosa,other,572489.9139000003,2844591.4069000008,572486.4238500001,2844587.9168500006,572493.4039500004,2844594.896950001
3723,polygon,Myrtaceae,Pimienta racemosa,other,572494.7475000003,2844586.1099000005,572492.4386999998,2844581.9043000005,572497.6662999997,2844588.73
3724,polygon,Myrtaceae,Pimienta racemosa,other,572499.4499000002,2844580.8085000007,572498.2275999999,2844576.563,572503.1134000001,2844582.8380999994
3725,nomatch_fixed,Myrtaceae,Pimienta racemosa,other,572502.7975000002,2844576.768000001,572499.3074500001,2844573.2779500005,572506.2875500004,2844580.2580500008
3726,polygon,Myrtaceae,Pimienta racemosa,other,572495.217,2844596.0776000004,572491.4815999996,2844591.956599999,572497.4419,2844598.5873000007
3727,nomatch_fixed,Myrtaceae,Pimienta racemosa,other,572499.8641000002,2844591.0274000005,572496.3740500001,2844587.5373500003,572503.3541500004,2844594.5174500006
3728,nomatch_fixed,Myrtaceae,Pimienta racemosa,other,572504.1115000002,2844585.8882000004,572500.6214500001,2844582.3981500003,572507.6015500004,2844589.3782500005
3729,merged_fixed,Myrtaceae,Pimienta racemosa,other,572509.9559000003,2844580.347400001,572506.4658500002,2844576.8573500006,572513.4459500004,2844583.837450001
3730,merged_fixed,Myrtaceae,Pimienta racemosa,other,572513.388,2844575.0805000006,572509.8979500001,2844571.5904500005,572516.8780500004,2844578.5705500008
3731,nomatch_fixed,Burseraceae,Bursera simaruba,other,572496.2649000003,2844528.853000001,572492.7748500002,2844525.3629500004,572499.7549500004,2844532.3430500007
3732,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572496.8964000003,2844518.1822000006,572493.4063500002,2844514.6921500005,572500.3864500005,2844521.6722500008
